epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,8969.19,1.13991,0.70632,1.01681,0.84189,0.68273,0.76305,0.4648,1.31324,0.83009,1.07348,0.000540607,0.000540607,0.000540607
32,9255.87,1.14332,0.70234,1.01239,0.71682,0.74081,0.74548,0.45593,1.33703,0.81923,1.08539,0.000532994,0.000532994,0.000532994
33,9542.48,1.13143,0.69128,1.01074,0.78371,0.72806,0.75439,0.45864,1.33537,0.82398,1.08141,0.000525381,0.000525381,0.000525381
34,9828.45,1.13378,0.68914,1.00399,0.76199,0.70048,0.74601,0.4429,1.31241,0.8093,1.07958,0.000517768,0.000517768,0.000517768
35,10113.9,1.12528,0.68442,1.00747,0.72396,0.76222,0.75476,0.46563,1.301,0.78263,1.0771,0.000510155,0.000510155,0.000510155
36,10408.2,1.10342,0.67711,1.00191,0.77257,0.76321,0.7615,0.44989,1.32686,0.77926,1.07832,0.000502541,0.000502541,0.000502541
37,10699.6,1.1067,0.67242,0.99785,0.77702,0.73338,0.76087,0.46125,1.31263,0.80969,1.07689,0.000494928,0.000494928,0.000494928
38,10985.1,1.10495,0.67276,0.9981,0.79284,0.74854,0.76008,0.46983,1.29088,0.80166,1.07601,0.000487315,0.000487315,0.000487315
39,11272,1.09893,0.66932,0.99586,0.74565,0.75361,0.7586,0.46546,1.30114,0.8044,1.07602,0.000479702,0.000479702,0.000479702
40,11558.5,1.0911,0.66014,0.99247,0.80184,0.74432,0.77611,0.47747,1.28891,0.79396,1.07924,0.000472089,0.000472089,0.000472089
41,11844.3,1.09086,0.65609,0.99062,0.79527,0.73455,0.7773,0.47029,1.30022,0.79841,1.0713,0.000464476,0.000464476,0.000464476
42,12131.5,1.0785,0.64829,0.98723,0.77611,0.77458,0.77017,0.48084,1.29203,0.78537,1.08094,0.000456863,0.000456863,0.000456863
43,12418.3,1.08184,0.64613,0.98863,0.84057,0.69288,0.7651,0.44721,1.32816,0.79298,1.07553,0.00044925,0.00044925,0.00044925
44,12704.8,1.08528,0.64397,0.98674,0.80697,0.75731,0.77801,0.48033,1.30281,0.80388,1.07485,0.000441637,0.000441637,0.000441637
45,12991.1,1.07749,0.63758,0.9849,0.77924,0.7714,0.78189,0.48134,1.29268,0.78199,1.07548,0.000434024,0.000434024,0.000434024
46,13277.8,1.06175,0.63266,0.97856,0.77525,0.76132,0.78405,0.5002,1.26794,0.77844,1.0666,0.000426411,0.000426411,0.000426411
47,13564.6,1.05123,0.63187,0.97715,0.8033,0.74142,0.77561,0.49426,1.27846,0.79007,1.06911,0.000418797,0.000418797,0.000418797
48,13851,1.0452,0.62431,0.97901,0.84426,0.73748,0.78191,0.49479,1.29833,0.77142,1.07746,0.000411184,0.000411184,0.000411184
49,14137.9,1.04751,0.625,0.9778,0.79066,0.73102,0.76051,0.47462,1.30365,0.80219,1.08005,0.000403571,0.000403571,0.000403571
50,14424.1,1.04486,0.6268,0.9756,0.81839,0.72326,0.77063,0.48158,1.3171,0.78608,1.08648,0.000395958,0.000395958,0.000395958
51,14711.1,1.04053,0.62047,0.97643,0.80145,0.75951,0.77634,0.48864,1.29764,0.79598,1.08516,0.000388345,0.000388345,0.000388345
52,14998.4,1.03646,0.61867,0.97249,0.7707,0.75982,0.78755,0.50488,1.30251,0.77897,1.09142,0.000380732,0.000380732,0.000380732
53,15286.4,1.04099,0.61524,0.97001,0.84183,0.77787,0.80649,0.51014,1.29066,0.7685,1.06934,0.000373119,0.000373119,0.000373119
54,15572.8,1.04481,0.61685,0.96889,0.7908,0.78417,0.79222,0.4939,1.30609,0.76303,1.08295,0.000365506,0.000365506,0.000365506
55,15860,1.03114,0.60693,0.97138,0.84137,0.77938,0.79034,0.49714,1.30672,0.77079,1.09088,0.000357893,0.000357893,0.000357893
56,16147.9,1.02392,0.60172,0.96257,0.85439,0.78516,0.79932,0.49854,1.28168,0.77581,1.07203,0.00035028,0.00035028,0.00035028
57,16434.5,1.01886,0.60377,0.96436,0.87222,0.74166,0.80383,0.50687,1.29698,0.77813,1.06637,0.000342666,0.000342666,0.000342666
58,16722.2,1.0212,0.60091,0.96346,0.86047,0.75562,0.79298,0.4985,1.27755,0.76479,1.06979,0.000335053,0.000335053,0.000335053
59,17008.7,1.01443,0.59364,0.96618,0.82392,0.7905,0.80004,0.50289,1.27185,0.76187,1.07446,0.00032744,0.00032744,0.00032744
60,17295.6,0.99293,0.58823,0.96369,0.84271,0.77538,0.80226,0.50175,1.29005,0.75906,1.0727,0.000319827,0.000319827,0.000319827
61,17582.6,1.00039,0.59576,0.96459,0.83042,0.77725,0.80611,0.50813,1.32998,0.78147,1.0934,0.000312214,0.000312214,0.000312214
62,17868.3,1.01037,0.59538,0.96191,0.86913,0.76474,0.80662,0.51056,1.28266,0.76611,1.07008,0.000304601,0.000304601,0.000304601
63,18155.5,0.99203,0.59154,0.95894,0.85166,0.75814,0.80432,0.49818,1.29536,0.76771,1.08214,0.000296988,0.000296988,0.000296988
64,18443.1,0.98115,0.58469,0.95514,0.86547,0.74465,0.80395,0.51299,1.25511,0.75131,1.06123,0.000289375,0.000289375,0.000289375
65,18729.5,0.98169,0.57976,0.95561,0.84609,0.76085,0.79949,0.50236,1.27975,0.76182,1.06874,0.000281762,0.000281762,0.000281762
66,19016.8,0.98926,0.58498,0.95549,0.86445,0.7654,0.8003,0.51027,1.3159,0.77395,1.08207,0.000274148,0.000274148,0.000274148
67,19304.2,0.99204,0.58438,0.95686,0.85418,0.78135,0.80392,0.5042,1.28499,0.78094,1.07035,0.000266535,0.000266535,0.000266535
68,19590.6,0.9854,0.57656,0.95307,0.82369,0.75793,0.78518,0.50112,1.2982,0.77207,1.08059,0.000258922,0.000258922,0.000258922
69,19877.3,0.98324,0.5786,0.95791,0.85473,0.77484,0.80225,0.51269,1.2986,0.76723,1.07778,0.000251309,0.000251309,0.000251309
70,20165.4,0.97319,0.57187,0.94925,0.85336,0.75211,0.80071,0.50921,1.283,0.76079,1.07602,0.000243696,0.000243696,0.000243696
71,20453.3,0.97323,0.5678,0.94922,0.82743,0.79148,0.79259,0.50087,1.30013,0.76596,1.08565,0.000236083,0.000236083,0.000236083
72,20741.2,0.97023,0.57351,0.95218,0.86044,0.78309,0.79535,0.50656,1.28092,0.76344,1.07919,0.00022847,0.00022847,0.00022847
73,21028.1,0.95745,0.56656,0.94408,0.83678,0.78635,0.80559,0.51646,1.2749,0.74435,1.07445,0.000220857,0.000220857,0.000220857
74,21316,0.972,0.56872,0.94821,0.84798,0.77791,0.79946,0.51126,1.28642,0.75621,1.08784,0.000213244,0.000213244,0.000213244
75,21603.4,0.95734,0.5685,0.94794,0.86809,0.75733,0.79294,0.50962,1.26279,0.74891,1.07347,0.000205631,0.000205631,0.000205631
76,21892.5,0.95645,0.56256,0.94663,0.87187,0.74534,0.80218,0.51994,1.26831,0.74507,1.0764,0.000198018,0.000198018,0.000198018
77,22179.5,0.95139,0.56129,0.94222,0.87064,0.78065,0.80555,0.51866,1.26562,0.75106,1.06918,0.000190404,0.000190404,0.000190404
78,22467.2,0.95269,0.55859,0.94474,0.86287,0.7768,0.81263,0.52447,1.28161,0.75163,1.0888,0.000182791,0.000182791,0.000182791
79,22755.3,0.95436,0.55973,0.94189,0.85279,0.77811,0.79931,0.51854,1.27223,0.76712,1.08155,0.000175178,0.000175178,0.000175178
80,23042.5,0.94588,0.556,0.94281,0.86644,0.7898,0.8048,0.51715,1.2739,0.76042,1.07738,0.000167565,0.000167565,0.000167565
81,23329.6,0.94811,0.5566,0.94195,0.86571,0.78549,0.80854,0.52408,1.26966,0.75245,1.07494,0.000159952,0.000159952,0.000159952
82,23618.1,0.93887,0.55304,0.93773,0.8585,0.76762,0.80945,0.52494,1.27081,0.75917,1.07511,0.000152339,0.000152339,0.000152339
83,23905.8,0.93844,0.55195,0.93811,0.82485,0.78691,0.81235,0.52027,1.27516,0.77201,1.08416,0.000144726,0.000144726,0.000144726
84,24194,0.94266,0.55473,0.93937,0.85186,0.76071,0.81074,0.52389,1.26434,0.75933,1.07456,0.000137113,0.000137113,0.000137113
85,24481,0.93266,0.54778,0.93641,0.8247,0.79119,0.80805,0.52282,1.27062,0.75443,1.08055,0.0001295,0.0001295,0.0001295
86,24770.1,0.93928,0.55202,0.93943,0.86001,0.76818,0.80882,0.5277,1.2743,0.75817,1.07581,0.000121887,0.000121887,0.000121887
87,25056.6,0.9416,0.55123,0.94042,0.84179,0.79872,0.80856,0.52358,1.25626,0.74994,1.07103,0.000114273,0.000114273,0.000114273
88,25343.4,0.92228,0.54241,0.93584,0.87164,0.79725,0.80732,0.52447,1.26521,0.75744,1.07793,0.00010666,0.00010666,0.00010666
89,25630.4,0.92072,0.53838,0.9342,0.8211,0.78686,0.80409,0.52075,1.29863,0.76481,1.09046,9.90472e-05,9.90472e-05,9.90472e-05
90,25916.5,0.92778,0.54686,0.93465,0.8362,0.78273,0.79679,0.51702,1.28707,0.75997,1.08502,9.14341e-05,9.14341e-05,9.14341e-05
91,26193.2,0.91343,0.53403,0.91972,0.80201,0.77012,0.76349,0.48031,1.30159,0.78838,1.09791,8.3821e-05,8.3821e-05,8.3821e-05
92,26470.2,0.8721,0.50012,0.90637,0.80736,0.7781,0.78017,0.48761,1.28542,0.77953,1.09751,7.62079e-05,7.62079e-05,7.62079e-05
93,26747.3,0.85969,0.49194,0.90365,0.83919,0.75863,0.78605,0.49312,1.27878,0.77768,1.09548,6.85948e-05,6.85948e-05,6.85948e-05
94,27024.3,0.84738,0.48425,0.90103,0.79436,0.79727,0.78773,0.49517,1.27751,0.77087,1.09379,6.09817e-05,6.09817e-05,6.09817e-05
95,27301.5,0.83498,0.48034,0.89744,0.83374,0.76139,0.79341,0.50172,1.27705,0.75871,1.09677,5.33686e-05,5.33686e-05,5.33686e-05
96,27579.2,0.85227,0.49206,0.89906,0.82796,0.7746,0.79439,0.50332,1.2801,0.76787,1.09409,4.57555e-05,4.57555e-05,4.57555e-05
97,27855.9,0.83424,0.47714,0.8964,0.83267,0.76687,0.79813,0.50959,1.27651,0.76698,1.08872,3.81424e-05,3.81424e-05,3.81424e-05
98,28132.9,0.8318,0.47684,0.89638,0.84316,0.76401,0.79908,0.50935,1.27986,0.7639,1.09272,3.05293e-05,3.05293e-05,3.05293e-05
99,28409.2,0.83201,0.47743,0.89613,0.84367,0.76585,0.79432,0.5035,1.27535,0.76291,1.08862,2.29162e-05,2.29162e-05,2.29162e-05
100,28685.7,0.82934,0.4761,0.89452,0.8327,0.77272,0.79512,0.50559,1.27638,0.76512,1.09286,1.53031e-05,1.53031e-05,1.53031e-05
